auction_id,auction_house_id,artwork_id,date_of_auction,collector_museum_id,reserve_price,final_price,number_of_bids,artist_id,name,medium,year_created,image,artwork_length,artwork_width,artwork_height,signed,insurance_value,university_id,location,area,log_area,age,signed_flag,season_q,year,reserve_gt0,premium,mean_bids,artist_rep_score,artist_volatility,prov_score,prov_volatility,auction_house_score,house_volatility,y_log_price,y_price,region
AUC-000011,AH-029,ARTW-001687,2020-05-25,COL-0156,148059.0,178363,11,ART-00376,Artwork 1687,digital,1983,https://example.com/art/1687.jpg,120,116,46,True,76580,UNI-003,Hong Kong,13920,9.541153770388567,42,1,2,2020,1,0.20467516327950344,11,27.09,47.95,25.79,100.0,39.01,61.23,12.09158168504298,178363,hong kong
AUC-000012,AH-032,ARTW-000588,2021-11-02,COL-0137,255267.0,253381,1,ART-00131,Artwork 588,sculpture,1996,https://example.com/art/588.jpg,45,139,4,False,480137,UNI-003,Geneva,6255,8.741296282225147,29,0,4,2021,1,-0.007388342402268997,1,27.21,67.76,51.16,100.0,66.56,33.41,12.442653510407709,253381,geneva
AUC-000013,AH-018,ARTW-000146,2019-11-04,COL-0004,,143771,18,ART-00030,Artwork 146,mixed media,1970,https://example.com/art/146.jpg,67,100,16,True,15396,UNI-004,Sydney,6700,8.81001204797317,55,1,4,2019,0,,18,9.82,0.0,30.33,0.0,62.3,75.04,11.8759839904279,143771,sydney
AUC-000014,AH-029,ARTW-000353,2015-09-24,COL-0019,115825.0,128619,10,ART-00077,Artwork 353,mixed media,1990,https://example.com/art/353.jpg,32,70,48,False,415250,UNI-003,Hong Kong,2240,7.714677473800927,35,0,3,2015,1,0.11045974530541766,10,3.04,0.0,,,39.01,61.23,11.764617599688854,128619,hong kong
AUC-000015,AH-031,ARTW-000602,2021-07-04,COL-0126,6517.0,6467,1,ART-00134,Artwork 602,acrylic,1993,https://example.com/art/602.jpg,96,184,4,True,346705,UNI-004,Seoul,17664,9.779340559793246,32,1,3,2021,1,-0.007672241829062452,1,27.82,70.58,45.05,100.0,66.22,47.76,8.774622220696997,6467,seoul
AUC-000016,AH-001,ARTW-001087,2013-06-07,COL-0007,99778.0,105334,7,ART-00239,Artwork 1087,watercolour,1972,https://example.com/art/1087.jpg,83,42,47,False,58004,UNI-002,Chicago,3486,8.156797046675651,53,0,2,2013,1,0.05568361763114113,7,18.03,0.0,39.5,100.0,63.48,4.51,11.564901026560571,105334,chicago
AUC-000017,AH-007,ARTW-002178,2013-12-07,COL-0146,183031.0,208493,9,ART-00482,Artwork 2178,acrylic,2021,https://example.com/art/2178.jpg,181,61,24,False,322291,UNI-003,Milan,11041,9.30946146284399,4,0,4,2013,1,0.13911304642382985,9,6.0,0.0,41.3,100.0,47.9,54.97,12.24766554282851,208493,milan
AUC-000018,AH-012,ARTW-000648,2021-10-26,COL-0085,10032.0,11622,8,ART-00143,Artwork 648,acrylic,1960,https://example.com/art/648.jpg,79,78,47,True,218036,UNI-001,Madrid,6162,8.726318950962243,65,1,4,2021,1,0.15849282296650719,8,21.64,27.5,41.19,100.0,67.79,65.69,9.360741172643708,11622,madrid
AUC-000019,AH-029,ARTW-000787,2012-01-07,COL-0133,112708.0,107557,1,ART-00172,Artwork 787,digital,1996,https://example.com/art/787.jpg,175,190,35,False,87260,UNI-001,Hong Kong,33250,10.41184012081972,29,0,1,2012,1,-0.04570216843524861,1,23.94,0.0,6.54,0.0,39.01,61.23,11.585785515936962,107557,hong kong
AUC-000020,AH-015,ARTW-002094,2011-10-17,COL-0004,233312.0,232185,1,ART-00465,Artwork 2094,acrylic,1950,https://example.com/art/2094.jpg,180,156,50,False,300687,UNI-001,Shanghai,28080,10.242848470041249,75,0,4,2011,1,-0.004830441640378549,1,35.49,46.38,,,23.43,36.1,12.35529405357725,232185,shanghai
AUC-000021,AH-033,ARTW-001364,2024-03-19,COL-0191,179257.0,218440,11,ART-00299,Artwork 1364,oil on canvas,1982,https://example.com/art/1364.jpg,107,126,28,False,437230,UNI-005,Zurich,13482,9.509184911634074,43,0,1,2024,1,0.21858560614090383,11,33.12,66.72,51.06,100.0,38.02,0.0,12.294271234171744,218440,zurich
AUC-000022,AH-009,ARTW-001971,2011-02-02,COL-0010,107824.0,130862,12,ART-00438,Artwork 1971,acrylic,1987,https://example.com/art/1971.jpg,69,77,44,True,357535,UNI-004,Hong Kong,5313,8.57810012631976,38,1,1,2011,1,0.21366300638076866,12,32.16,0.0,40.14,100.0,72.49,91.59,11.78190625342459,130862,hong kong
AUC-000023,AH-006,ARTW-001837,2014-07-25,COL-0043,121174.0,142388,10,ART-00409,Artwork 1837,watercolour,2002,https://example.com/art/1837.jpg,104,168,45,True,144241,UNI-001,Sydney,17472,9.768412111339039,23,1,3,2014,1,0.17507055969102284,10,31.52,87.71,31.67,0.0,21.27,36.29,11.866318027785283,142388,sydney
AUC-000024,AH-004,ARTW-000549,2011-05-22,COL-0136,22946.0,22717,1,ART-00122,Artwork 549,acrylic,2011,https://example.com/art/549.jpg,45,153,28,False,479724,UNI-002,Paris,6885,8.83724564389847,14,0,2,2011,1,-0.009979952932973067,1,4.52,0.0,9.65,0.0,59.96,30.69,10.030912840791366,22717,paris
AUC-000025,AH-007,ARTW-000254,2014-05-08,COL-0043,160376.0,188846,8,ART-00055,Artwork 254,sculpture,1967,https://example.com/art/254.jpg,44,23,30,False,133534,UNI-005,Milan,1012,6.920671504248683,58,0,2,2014,1,0.17752032723100714,8,3.58,0.0,6.95,0.0,47.9,54.97,12.148692442390914,188846,milan
AUC-000026,AH-036,ARTW-001591,2016-03-26,COL-0073,199196.0,232780,15,ART-00353,Artwork 1591,photography,2004,https://example.com/art/1591.jpg,60,120,43,False,201579,UNI-002,London,7200,8.881975184248867,21,0,1,2016,1,0.1685977630072893,15,32.18,0.0,41.17,100.0,55.63,50.81,12.35785337638845,232780,london
AUC-000027,AH-003,ARTW-001363,2013-05-13,COL-0144,165055.0,189893,4,ART-00299,Artwork 1363,acrylic,1961,https://example.com/art/1363.jpg,43,154,32,True,99593,UNI-002,Sydney,6622,8.798303718484979,64,1,2,2013,1,0.15048317227590802,4,33.12,66.72,30.06,0.0,61.28,40.53,12.154221300724608,189893,sydney
AUC-000028,AH-031,ARTW-000990,2013-04-14,MUSEUM-001,,44581,5,ART-00218,Artwork 990,photography,1953,https://example.com/art/990.jpg,126,123,27,True,43245,UNI-001,Seoul,15498,9.648530784697051,72,1,2,2013,0,,5,23.0,0.0,75.0,0.0,66.22,47.76,10.705085469100878,44581,seoul
AUC-000029,AH-011,ARTW-000620,2017-08-16,COL-0050,,91528,18,ART-00137,Artwork 620,photography,2010,https://example.com/art/620.jpg,195,67,14,True,135192,UNI-005,Madrid,13065,9.477768715400696,15,1,3,2017,0,,18,2.38,0.0,9.9,0.0,57.27,89.05,11.424411140939485,91528,madrid
AUC-000030,AH-002,ARTW-001122,2022-04-11,COL-0200,,87540,6,ART-00247,Artwork 1122,digital,2004,https://example.com/art/1122.jpg,104,79,41,True,353622,UNI-003,Zurich,8216,9.013960457931187,21,1,2,2022,0,,6,26.39,43.8,5.58,0.0,70.71,19.67,11.379862534028966,87540,zurich
AUC-000031,AH-015,ARTW-000158,2014-09-09,COL-0090,210544.0,223615,3,ART-00032,Artwork 158,photography,1981,https://example.com/art/158.jpg,154,165,27,False,337246,UNI-005,Shanghai,25410,10.142937430124647,44,0,3,2014,1,0.06208203510905084,3,30.04,0.0,47.79,100.0,23.43,36.1,12.317685574053673,223615,shanghai
AUC-000032,AH-025,ARTW-000138,2012-05-19,COL-0035,27341.0,29225,3,ART-00029,Artwork 138,mixed media,2000,https://example.com/art/138.jpg,118,66,50,False,126009,UNI-003,Chicago,7788,8.960467760919949,25,0,2,2012,1,0.06890750155444204,3,28.69,40.98,56.17,100.0,36.01,35.42,10.282814003034598,29225,chicago
AUC-000033,AH-030,ARTW-001513,2019-05-28,COL-0170,179481.0,176000,1,ART-00334,Artwork 1513,mixed media,1986,https://example.com/art/1513.jpg,75,102,25,True,139169,UNI-003,New York,7650,8.942591637231851,39,1,2,2019,1,-0.019394810592764693,1,19.38,50.5,62.66,100.0,73.04,26.83,12.07824495582233,176000,new york
AUC-000034,AH-030,ARTW-000228,2020-05-03,COL-0136,,89337,8,ART-00049,Artwork 228,watercolour,1965,https://example.com/art/228.jpg,190,172,17,True,211802,UNI-002,New York,32680,10.394549148260978,60,1,2,2020,0,,8,26.56,89.01,52.08,100.0,73.04,26.83,11.400182208266456,89337,new york
AUC-000035,AH-002,ARTW-000723,2015-08-28,COL-0036,,110263,15,ART-00159,Artwork 723,oil on canvas,1971,https://example.com/art/723.jpg,119,41,27,False,47070,UNI-001,Zurich,4879,8.492900498847193,54,0,3,2015,0,,15,29.42,45.74,26.34,0.0,70.71,19.67,11.610632769374275,110263,zurich
AUC-000036,AH-025,ARTW-000184,2010-06-02,COL-0129,172920.0,190647,3,ART-00039,Artwork 184,acrylic,1955,https://example.com/art/184.jpg,130,171,5,False,285768,UNI-004,Chicago,22230,10.009242990201992,70,0,2,2010,1,0.10251561415683554,3,19.15,66.8,31.33,0.0,36.01,35.42,12.1581840748032,190647,chicago
AUC-000037,AH-001,ARTW-000950,2016-03-16,COL-0187,,126784,11,ART-00208,Artwork 950,sculpture,2015,https://example.com/art/950.jpg,144,170,35,False,21005,UNI-004,Chicago,24480,10.10565258546514,10,0,1,2016,0,,11,0.85,0.0,38.01,0.0,63.48,4.51,11.750248017457707,126784,chicago
AUC-000038,AH-007,ARTW-001604,2024-12-06,MUSEUM-017,71273.0,78699,4,ART-00355,Artwork 1604,photography,1993,https://example.com/art/1604.jpg,99,30,49,True,417092,UNI-004,Milan,2970,7.9966538754626075,32,1,4,2024,1,0.10419092784083735,4,35.89,48.08,63.0,0.0,47.9,54.97,11.273398434405495,78699,milan
AUC-000039,AH-029,ARTW-001724,2014-06-27,COL-0193,18115.0,21943,11,ART-00384,Artwork 1724,photography,1969,https://example.com/art/1724.jpg,148,65,42,False,77976,UNI-002,Hong Kong,9620,9.171703488361265,56,0,2,2014,1,0.21131658846260007,11,30.08,0.0,34.91,0.0,39.01,61.23,9.99624903261744,21943,hong kong
AUC-000040,AH-019,ARTW-000879,2023-07-05,MUSEUM-015,121299.0,134710,6,ART-00191,Artwork 879,oil on canvas,1955,https://example.com/art/879.jpg,73,169,9,False,493195,UNI-001,New York,12337,9.420439209769585,70,0,3,2023,1,0.11056150504126168,6,31.31,63.27,60.48,100.0,7.01,64.15,11.810887022018932,134710,new york
AUC-000041,AH-034,ARTW-000673,2020-08-10,MUSEUM-012,87386.0,90180,3,ART-00149,Artwork 673,sculpture,1977,https://example.com/art/673.jpg,89,151,24,False,123079,UNI-001,New York,13439,9.50599061407714,48,0,3,2020,1,0.03197308493351338,3,22.07,75.48,61.42,100.0,47.7,58.97,11.409574040846838,90180,new york
AUC-000042,AH-027,ARTW-000947,2024-09-02,COL-0027,256892.0,252479,1,ART-00207,Artwork 947,photography,1978,https://example.com/art/947.jpg,80,140,18,False,298798,UNI-003,Shanghai,11200,9.32375833901174,47,0,3,2024,1,-0.01717842517478162,1,29.85,65.86,43.51,100.0,62.11,33.45,12.439087316639647,252479,shanghai
AUC-000043,AH-034,ARTW-000221,2011-12-23,COL-0192,170933.0,166488,1,ART-00047,Artwork 221,mixed media,2006,https://example.com/art/221.jpg,34,89,45,True,281725,UNI-003,New York,3026,8.01532730902172,19,1,4,2011,1,-0.026004340882100005,1,23.6,100.0,42.43,100.0,47.7,58.97,12.022684520154112,166488,new york
AUC-000044,AH-032,ARTW-000044,2014-08-21,COL-0120,203909.0,226870,8,ART-00009,Artwork 44,sculpture,2013,https://example.com/art/44.jpg,70,28,17,True,70604,UNI-004,Geneva,1960,7.581209826196346,12,1,3,2014,1,0.11260415185205165,8,31.13,80.5,36.99,100.0,66.56,33.41,12.332136852991832,226870,geneva
AUC-000045,AH-019,ARTW-001528,2012-06-16,COL-0089,84495.0,83783,1,ART-00338,Artwork 1528,photography,1994,https://example.com/art/1528.jpg,180,32,9,True,416965,UNI-004,New York,5760,8.658866349732383,31,1,2,2012,1,-0.008426534114444642,1,32.61,0.0,28.58,100.0,7.01,64.15,11.335997337452982,83783,new york
AUC-000046,AH-009,ARTW-000994,2022-08-24,COL-0017,,153796,15,ART-00219,Artwork 994,watercolour,1958,https://example.com/art/994.jpg,119,78,16,True,423765,UNI-003,Hong Kong,9282,9.135940049399933,67,1,3,2022,0,,15,38.92,80.86,,,72.49,91.59,11.943388830011683,153796,hong kong
AUC-000047,AH-007,ARTW-001592,2019-08-04,COL-0042,,192067,12,ART-00353,Artwork 1592,photography,2022,https://example.com/art/1592.jpg,34,50,2,True,213680,UNI-001,Milan,1700,7.438971592395862,3,1,3,2019,0,,12,32.18,0.0,34.44,0.0,47.9,54.97,12.165604754974376,192067,milan
AUC-000048,AH-004,ARTW-002218,2024-11-15,COL-0070,50119.0,52059,1,ART-00491,Artwork 2218,acrylic,2008,https://example.com/art/2218.jpg,104,142,32,False,99080,UNI-004,Paris,14768,9.600285668426311,17,0,4,2024,1,0.0387078752568886,1,11.59,0.0,9.52,0.0,59.96,30.69,10.860152178548557,52059,paris
AUC-000049,AH-025,ARTW-001417,2012-02-18,COL-0113,141760.0,139260,1,ART-00311,Artwork 1417,photography,2006,https://example.com/art/1417.jpg,22,99,6,True,38553,UNI-001,Chicago,2178,7.68662133494462,19,1,1,2012,1,-0.01763544018058691,1,25.04,0.0,36.87,100.0,36.01,35.42,11.844105149283624,139260,chicago
AUC-000050,AH-035,ARTW-000958,2018-07-24,COL-0175,54566.0,57588,5,ART-00210,Artwork 958,photography,1997,https://example.com/art/958.jpg,121,97,16,False,103272,UNI-004,Chicago,11737,9.37058672111828,28,0,3,2018,1,0.05538247260198659,5,2.87,0.0,48.33,0.0,57.72,78.27,10.961086856224243,57588,chicago
AUC-000051,AH-012,ARTW-001715,2024-12-02,COL-0068,186615.0,215366,9,ART-00383,Artwork 1715,digital,1996,https://example.com/art/1715.jpg,45,188,1,False,104262,UNI-003,Madrid,8460,9.0432226489245,29,0,4,2024,1,0.15406585751413338,9,33.34,56.56,40.34,100.0,67.79,65.69,12.280098828624975,215366,madrid
AUC-000052,AH-007,ARTW-001536,2010-03-09,MUSEUM-010,16364.0,16314,1,ART-00340,Artwork 1536,oil on canvas,2010,https://example.com/art/1536.jpg,92,147,32,True,90615,UNI-005,Milan,13524,9.512295103714683,15,1,1,2010,1,-0.0030554876558298704,1,24.21,79.91,,,47.9,54.97,9.699840209027421,16314,milan
AUC-000053,AH-034,ARTW-000649,2012-09-24,COL-0192,7942.0,8942,8,ART-00143,Artwork 649,photography,2005,https://example.com/art/649.jpg,154,178,29,False,311103,UNI-005,New York,27412,10.21877263241388,20,0,3,2012,1,0.12591286829513976,8,21.64,27.5,53.16,0.0,47.7,58.97,9.09862638234618,8942,new york
AUC-000054,AH-034,ARTW-001177,2019-10-22,COL-0063,191680.0,190709,1,ART-00259,Artwork 1177,acrylic,2010,https://example.com/art/1177.jpg,87,72,32,False,194133,UNI-003,New York,6264,8.742733867330168,15,0,4,2019,1,-0.005065734557595993,1,1.29,0.0,48.74,100.0,47.7,58.97,12.158509228598565,190709,new york
AUC-000055,AH-036,ARTW-001010,2019-12-23,COL-0196,226758.0,216904,1,ART-00223,Artwork 1010,digital,2004,https://example.com/art/1010.jpg,126,87,16,False,84341,UNI-001,London,10962,9.30228124567454,21,0,4,2019,1,-0.043456019192266646,1,24.49,89.56,54.7,100.0,55.63,50.81,12.287214748647012,216904,london
AUC-000056,AH-013,ARTW-000358,2012-01-18,COL-0049,73842.0,80082,3,ART-00078,Artwork 358,oil on canvas,2013,https://example.com/art/358.jpg,87,91,7,True,140644,UNI-002,Hong Kong,7917,8.976893927666076,12,1,1,2012,1,0.08450475339237833,3,24.67,78.6,9.99,0.0,50.14,65.27,11.290818875824861,80082,hong kong
AUC-000057,AH-008,ARTW-001951,2019-03-16,COL-0128,85981.0,97588,9,ART-00434,Artwork 1951,mixed media,2013,https://example.com/art/1951.jpg,73,174,16,True,376521,UNI-005,Madrid,12702,9.44959346502346,12,1,1,2019,1,0.13499494074272222,9,23.8,52.54,6.45,0.0,50.99,31.71,11.488520061131474,97588,madrid
AUC-000058,AH-012,ARTW-001250,2012-03-06,COL-0128,207584.0,238217,6,ART-00274,Artwork 1250,photography,2020,https://example.com/art/1250.jpg,43,175,28,False,120117,UNI-002,Madrid,7525,8.926118971153382,5,0,1,2012,1,0.1475691768151688,6,22.42,61.83,,,67.79,65.69,12.380941499798944,238217,madrid
AUC-000059,AH-031,ARTW-001740,2022-01-06,COL-0142,146987.0,170930,11,ART-00388,Artwork 1740,digital,2014,https://example.com/art/1740.jpg,46,38,15,True,172429,UNI-003,Seoul,1748,7.466799475018602,11,1,1,2022,1,0.16289195643152116,11,21.21,0.0,34.44,100.0,66.22,47.76,12.049015245281296,170930,seoul
AUC-000060,AH-005,ARTW-001469,2019-05-06,COL-0042,32921.0,41592,9,ART-00324,Artwork 1469,sculpture,2011,https://example.com/art/1469.jpg,63,90,37,False,45493,UNI-002,Paris,5670,8.643120748014027,14,0,2,2019,1,0.2633881109322317,9,3.14,0.0,41.45,100.0,42.25,55.77,10.63568716285973,41592,paris
AUC-000061,AH-001,ARTW-000019,2015-01-05,COL-0117,,148860,1,ART-00004,Artwork 19,oil on canvas,2006,https://example.com/art/19.jpg,148,136,6,True,200653,UNI-003,Chicago,20128,9.909916840301031,19,1,1,2015,0,,1,24.13,55.28,42.65,100.0,63.48,4.51,11.910768263612686,148860,chicago
AUC-000062,AH-015,ARTW-001094,2024-11-06,COL-0122,210553.0,221762,4,ART-00240,Artwork 1094,watercolour,1993,https://example.com/art/1094.jpg,49,180,31,False,33550,UNI-005,Shanghai,8820,9.084890521258767,32,0,4,2024,1,0.05323600233670382,4,28.47,46.05,33.18,100.0,23.43,36.1,12.309364523030698,221762,shanghai
AUC-000063,AH-016,ARTW-001678,2020-04-11,COL-0191,29468.0,28028,1,ART-00374,Artwork 1678,watercolour,1984,https://example.com/art/1678.jpg,24,45,34,True,106509,UNI-004,Dubai,1080,6.985641817639208,41,1,2,2020,1,-0.04886656712365956,1,15.79,0.0,38.33,0.0,52.75,69.77,10.240994967461065,28028,dubai
AUC-000064,AH-022,ARTW-000602,2015-12-13,COL-0126,148938.0,171291,5,ART-00134,Artwork 602,acrylic,1993,https://example.com/art/602.jpg,96,184,4,True,346705,UNI-004,Tokyo,17664,9.779340559793246,32,1,4,2015,1,0.1500825846996737,5,27.82,70.58,45.05,100.0,40.38,71.66,12.051124981528718,171291,tokyo
AUC-000065,AH-015,ARTW-001308,2019-05-10,COL-0073,157420.0,171354,6,ART-00288,Artwork 1308,sculpture,1966,https://example.com/art/1308.jpg,26,57,45,False,185477,UNI-001,Shanghai,1482,7.301822342137932,59,0,2,2019,1,0.08851480116884766,6,18.84,67.73,56.39,100.0,23.43,36.1,12.051492706917879,171354,shanghai
AUC-000066,AH-034,ARTW-001171,2016-03-22,COL-0198,121117.0,118109,1,ART-00257,Artwork 1171,oil on canvas,2005,https://example.com/art/1171.jpg,120,146,24,False,172912,UNI-001,New York,17520,9.771155440487087,20,0,1,2016,1,-0.024835489650503233,1,28.69,58.88,48.37,0.0,47.7,58.97,11.679371672605892,118109,new york
AUC-000067,AH-001,ARTW-000597,2016-02-17,COL-0112,67839.0,76474,5,ART-00133,Artwork 597,sculpture,1984,https://example.com/art/597.jpg,109,153,49,False,355690,UNI-003,Chicago,16677,9.72184576464693,41,0,1,2016,1,0.12728666401332567,5,23.09,0.0,9.99,0.0,63.48,4.51,11.244719169019104,76474,chicago
AUC-000068,AH-017,ARTW-000740,2013-08-16,COL-0171,24434.0,26128,4,ART-00163,Artwork 740,oil on canvas,2017,https://example.com/art/740.jpg,194,78,7,False,393017,UNI-003,Chicago,15132,9.624633068687027,8,0,3,2013,1,0.06932962265695343,4,41.73,90.74,20.04,100.0,67.6,70.82,10.170801087594812,26128,chicago
AUC-000069,AH-009,ARTW-000859,2011-02-14,COL-0175,207620.0,225653,4,ART-00187,Artwork 859,sculpture,1957,https://example.com/art/859.jpg,68,111,39,False,494226,UNI-004,Hong Kong,7548,8.929170383139624,68,0,1,2011,1,0.08685579423947597,4,19.57,0.0,6.5,0.0,72.49,91.59,12.326758131665727,225653,hong kong
AUC-000070,AH-001,ARTW-001624,2014-03-20,COL-0110,164295.0,170382,2,ART-00361,Artwork 1624,sculpture,1963,https://example.com/art/1624.jpg,59,153,9,True,328338,UNI-001,Chicago,9027,9.108086137937427,62,1,1,2014,1,0.03704921026202867,2,36.39,91.5,56.56,100.0,63.48,4.51,12.045804123142252,170382,chicago
AUC-000071,AH-033,ARTW-000526,2019-12-13,COL-0188,69569.0,68904,1,ART-00116,Artwork 526,acrylic,2015,https://example.com/art/526.jpg,147,24,11,False,194884,UNI-001,Zurich,3528,8.16876982367527,10,0,4,2019,1,-0.009558855237246474,1,32.19,67.4,33.89,100.0,38.02,0.0,11.140484023309245,68904,zurich
AUC-000072,AH-023,ARTW-000250,2019-02-22,COL-0179,122525.0,118555,1,ART-00054,Artwork 250,oil on canvas,1973,https://example.com/art/250.jpg,197,63,28,False,495999,UNI-004,Paris,12411,9.42641902556827,52,0,1,2019,1,-0.03240155070393797,1,32.22,95.28,44.86,38.76,61.65,35.94,11.683140701769135,118555,paris
AUC-000073,AH-014,ARTW-000726,2022-09-28,COL-0137,224872.0,243578,6,ART-00160,Artwork 726,watercolour,1998,https://example.com/art/726.jpg,23,48,23,False,140450,UNI-002,Chicago,1104,7.007600613951853,27,0,3,2022,1,0.08318510085737664,6,33.34,81.36,29.28,100.0,28.77,72.25,12.403196604205299,243578,chicago
AUC-000074,AH-001,ARTW-001261,2012-01-13,COL-0171,12555.0,15153,11,ART-00277,Artwork 1261,sculpture,1979,https://example.com/art/1261.jpg,43,63,17,True,177884,UNI-004,Chicago,2709,7.904703913873747,46,1,1,2012,1,0.2069295101553166,11,25.57,0.0,37.49,100.0,63.48,4.51,9.626019802491319,15153,chicago
AUC-000075,AH-033,ARTW-001495,2013-11-28,MUSEUM-009,190618.0,202226,4,ART-00329,Artwork 1495,oil on canvas,2002,https://example.com/art/1495.jpg,145,47,22,False,490847,UNI-003,Zurich,6815,8.827028068509152,23,0,4,2013,1,0.06089666243481728,4,18.23,0.0,50.86,100.0,38.02,0.0,12.217146107811287,202226,zurich
AUC-000076,AH-031,ARTW-002165,2021-03-08,COL-0193,67702.0,88213,13,ART-00480,Artwork 2165,mixed media,2002,https://example.com/art/2165.jpg,152,130,28,False,301388,UNI-004,Seoul,19760,9.891465577308802,23,0,1,2021,1,0.30296003072287375,13,41.43,47.7,27.16,100.0,66.22,47.76,11.387520959557314,88213,seoul
AUC-000077,AH-012,ARTW-001486,2010-08-15,COL-0195,130074.0,139288,3,ART-00328,Artwork 1486,oil on canvas,1953,https://example.com/art/1486.jpg,75,168,8,True,298703,UNI-003,Madrid,12600,9.441531454869693,72,1,3,2010,1,0.07083660070421452,3,31.44,60.77,6.21,0.0,67.79,65.69,11.844306190390027,139288,madrid
AUC-000078,AH-020,ARTW-000967,2024-08-11,COL-0186,149870.0,148419,1,ART-00212,Artwork 967,watercolour,2017,https://example.com/art/967.jpg,95,145,45,False,401975,UNI-004,Chicago,13775,9.530683226667511,8,0,3,2024,1,-0.009681724160939481,1,12.39,0.0,35.04,100.0,32.22,58.75,11.907801371524124,148419,chicago
AUC-000079,AH-027,ARTW-000284,2020-08-12,COL-0086,176673.0,174063,1,ART-00061,Artwork 284,oil on canvas,1970,https://example.com/art/284.jpg,100,57,20,True,391917,UNI-005,Shanghai,5700,8.648396877031582,55,1,3,2020,1,-0.014773055305564518,1,25.32,42.08,28.61,100.0,62.11,33.45,12.067178326660864,174063,shanghai
