artwork_id,auction_id,date_of_auction,y_true_log,y_pred_log,price_true,price_pred,pct_error
ARTW-000865,AUC-001018,2023-09-14,9.18307194482199,11.421041273557316,9730.000000000005,91220.07852703787,8.375136539263908
ARTW-001387,AUC-002096,2024-10-03,9.232297539328226,11.448356125966042,10221.000000000007,93746.11086952343,8.171911835390214
ARTW-001021,AUC-001922,2022-08-21,9.221873607789856,11.432893288001221,10115.000000000004,92307.66437784405,8.125819513380526
ARTW-000857,AUC-004265,2022-02-08,9.20099685697303,11.40185293814267,9905.99999999999,89486.38442144063,8.033553848318263
ARTW-002152,AUC-000579,2022-11-02,9.250426095515468,11.442507685065445,10408.0,93199.43658633485,7.954596136273525
ARTW-000067,AUC-000758,2022-10-20,9.28126471031288,11.438920423615825,10733.999999999993,92865.7012089955,7.651546600428132
ARTW-000378,AUC-003438,2024-02-11,9.388653907372598,11.446684573129481,11950.999999999995,93589.53851636707,6.83110522268991
ARTW-000206,AUC-004254,2023-03-19,9.352794339771116,11.381357936273634,11529.999999999993,87671.00693752123,6.603730003254232
ARTW-001083,AUC-003527,2023-03-12,9.430840432344976,11.457114942401924,12466.00000000001,94570.83111917347,6.586301228876415
ARTW-000349,AUC-001717,2022-10-24,9.413689295962213,11.438747987095716,12253.999999999996,92849.6889787914,6.577092294662267
ARTW-001847,AUC-000675,2022-11-25,9.45108805723875,11.454572580800415,12720.999999999996,94330.70070566522,6.415352622094587
ARTW-000974,AUC-002816,2023-09-25,9.421168397567744,11.396958316149195,12346.000000000002,89049.44769389046,6.212817729944147
ARTW-000512,AUC-003237,2022-05-10,9.469854424600042,11.438047293916524,12961.999999999989,92784.65192251245,6.1582049006721595
ARTW-002037,AUC-003656,2023-02-12,9.44137272471063,11.401326683889264,12598.00000000001,89439.30369406585,6.099484338312889
ARTW-002123,AUC-001904,2022-03-25,9.487062604191621,11.4276781070433,13186.999999999993,91827.5111204634,5.963487610560661
ARTW-000723,AUC-002251,2023-09-09,9.517310233335248,11.44816819538364,13592.000000000004,93728.49457575135,5.895857458486708
ARTW-001547,AUC-000377,2023-09-06,9.533148246403337,11.444502336677493,13808.999999999995,93385.52451601179,5.762656565718866
ARTW-001233,AUC-001652,2022-12-04,9.548810611260068,11.45883359488765,14026.999999999989,94733.50698340312,5.7536541657805085
ARTW-001546,AUC-003872,2023-01-16,9.618335609937972,11.438219801931082,15037.0,92800.65957178923,5.171487635285578
ARTW-001451,AUC-001788,2024-11-10,9.640628165515693,11.445084566516194,15376.000000000004,93439.91276881297,5.076997448544026
ARTW-002165,AUC-004057,2022-03-05,9.68439827154996,11.44294652316037,16064.000000000007,93240.34546390292,4.8043043739979385
ARTW-000936,AUC-000303,2024-10-21,9.654833867051826,11.38114498839885,15596.000000000007,87652.33935764708,4.62018077440671
ARTW-001274,AUC-003625,2023-05-08,9.7242412622591,11.442564047193503,16716.99999999999,93204.689709314,4.575443543058806
ARTW-002116,AUC-003172,2023-03-24,9.670041108226021,11.388170834195947,15835.000000000002,88270.34667342837,4.57438248648111
ARTW-001522,AUC-003213,2023-05-02,9.745429247877853,11.434917956890057,17075.000000000007,92494.74818625402,4.416969147071975
ARTW-000705,AUC-003174,2023-05-23,9.775199532234597,11.45523357136442,17590.99999999999,94393.07368142156,4.365986793327362
ARTW-001436,AUC-000677,2024-05-02,9.798404776082975,11.447869284485927,18003.999999999996,93700.48199522683,4.204425794002824
ARTW-000488,AUC-003554,2023-09-12,9.794509389966382,11.438955586956435,17933.99999999999,92868.9667698552,4.178374415627036
ARTW-001988,AUC-001054,2023-04-12,9.766120240743215,11.39826762073183,17431.99999999999,89166.11821509854,4.115082504308089
ARTW-000206,AUC-003484,2022-11-16,9.82978718960617,11.432286057022479,18577.999999999996,92251.62871224535,3.9656383201768417
ARTW-000235,AUC-001551,2024-10-26,9.846864289595038,11.436384290928636,18898.000000000007,92630.47733806132,3.901602145097962
ARTW-000249,AUC-004475,2022-11-04,9.819018395909678,11.398841142962903,18379.000000000004,89217.27220724936,3.854305033312441
ARTW-000962,AUC-000628,2023-05-09,9.818310855128535,11.382228864097739,18366.000000000007,87747.3961876914,3.7777086021829125
ARTW-000117,AUC-003329,2023-06-07,9.845805472195043,11.389268846192223,18877.999999999985,88367.32290179121,3.680968476628418
ARTW-000406,AUC-000891,2022-05-26,9.910165207289369,11.436654803636264,20133.000000000007,92655.53871936584,3.6021724889169926
ARTW-000324,AUC-001716,2024-12-12,9.918179101279117,11.442870034582459,20294.99999999998,93233.21383873334,3.5939006572423464
ARTW-001187,AUC-003110,2024-09-16,9.931005438572868,11.45124202014147,20557.000000000007,94017.04586757382,3.57348085165996
ARTW-001243,AUC-003342,2024-03-21,9.931199991102664,11.444921675685901,20561.000000000007,93424.69334053506,3.5437815933337395
ARTW-001604,AUC-004360,2023-03-02,9.933774245141,11.432810802872675,20614.000000000004,92300.05059981297,3.4775419908709106
ARTW-001715,AUC-001850,2023-01-27,9.955130785687967,11.43974319778297,21059.000000000004,92942.140973758,3.413416637720594
ARTW-001108,AUC-001297,2024-09-20,9.953562605168434,11.431365190946474,21025.999999999996,92166.7154988913,3.3834640682436654
ARTW-001709,AUC-000432,2024-07-02,9.984514391178502,11.444092360323856,21687.00000000001,93347.24609637147,3.3042950198907834
ARTW-001684,AUC-001145,2022-03-27,9.979522238812125,11.437813441723836,21578.999999999985,92762.95633124009,3.298760662275367
ARTW-000494,AUC-003336,2023-05-05,9.984652706953636,11.437964363837908,21689.999999999993,92776.9575201572,3.277406985714949
ARTW-001825,AUC-002555,2022-10-21,9.988839219635631,11.441234122162669,21780.999999999985,93080.8155195043,3.273486778362075
ARTW-002247,AUC-000604,2024-11-17,10.009827588307454,11.43849113483493,22242.999999999985,92825.84313197254,3.173260941958036
ARTW-001946,AUC-003957,2024-07-25,10.018377518410084,11.440283681261722,22434.000000000004,92992.38878374992,3.145154175971735
ARTW-001052,AUC-001015,2023-09-21,10.05195066017375,11.440871512927076,23199.999999999996,93047.06931224416,3.010649539320869
ARTW-001126,AUC-003776,2023-03-19,10.02765019515655,11.395339608494185,22642.99999999999,88905.4176552384,2.9263974586070063
ARTW-001961,AUC-002618,2022-02-23,10.096831472611818,11.435596812335673,24264.999999999993,92557.56074651857,2.814447176860441
ARTW-000052,AUC-003019,2024-03-15,10.069044362997353,11.401367720531303,23600.00000000002,89442.97409910237,2.789956529622979
ARTW-001429,AUC-001967,2022-01-20,10.101108146619252,11.42840591369372,24368.999999999996,91894.3688483532,2.770953623388453
ARTW-001071,AUC-004334,2024-05-26,10.139705263337609,11.44932475130415,25327.999999999978,93836.96068910153,2.7048705262595387
ARTW-000767,AUC-001424,2024-07-05,10.173591022713616,11.45226882286943,26201.0,94113.63343324987,2.591986314768515
ARTW-000184,AUC-002585,2024-08-01,10.178502231260227,11.440596745369636,26329.99999999999,93021.50623362782,2.532909465766345
ARTW-000236,AUC-002391,2023-04-08,10.18716160359037,11.4248170490628,26559.000000000004,91565.15990586237,2.4476132349057704
ARTW-000798,AUC-000660,2024-08-17,10.20225792197333,11.43646174364064,26962.999999999993,92637.65217504979,2.4357323804862148
ARTW-000303,AUC-002023,2022-02-11,10.234839560272293,11.441957456608886,27856.00000000001,93148.16915965329,2.3439176177359724
ARTW-001297,AUC-004146,2022-02-04,10.26147663261959,11.446364974376237,28607.999999999996,93559.63187625885,2.2704010023860057
ARTW-001451,AUC-001025,2022-03-27,10.269449240866592,11.445084566516194,28837.0,93439.91276881297,2.2402785577144977
ARTW-002230,AUC-001698,2022-02-09,10.263257701382162,11.435544797792899,28658.99999999999,92552.74648050852,2.229447869099011
ARTW-001976,AUC-001269,2022-08-08,10.281821243252258,11.438184139134815,29195.99999999999,92797.35006412424,2.178426841489392
ARTW-000303,AUC-001173,2023-03-28,10.30155872609058,11.441957456608886,29777.99999999999,93148.16915965329,2.128086814415116
ARTW-001299,AUC-003264,2022-01-04,10.312878278646764,11.44980721056924,30116.999999999975,93882.24460559728,2.1172508751069947
ARTW-001291,AUC-002306,2024-03-19,10.268200108157329,11.398010359246237,28801.000000000022,89143.1819002423,2.095141901331281
ARTW-001918,AUC-003885,2024-08-01,10.317416739056421,11.443126518477538,30253.999999999978,93257.12997997474,2.0824727302166592
ARTW-001841,AUC-002318,2024-11-15,10.332831934434235,11.434340903673863,30723.999999999996,92441.38861441583,2.008768018956381
ARTW-001028,AUC-004237,2024-11-03,10.366340677753023,11.43789076491115,31771.0,92770.12941333071,1.9199625259932236
ARTW-001998,AUC-004472,2023-01-01,10.354754236444899,11.399961607466883,31404.999999999996,89317.29413941206,1.8440469396405688
ARTW-001091,AUC-002998,2024-09-06,10.388349005624308,11.432951283013297,32477.999999999975,92313.01797518885,1.842324588188587
ARTW-000975,AUC-002762,2024-01-03,10.433409671993108,11.457181880780922,33975.000000000015,94577.16181612838,1.783728088774933
ARTW-001338,AUC-000389,2022-09-11,10.422281345951296,11.444875916194897,33599.000000000015,93420.41832617314,1.780452344598741
ARTW-000555,AUC-000206,2023-11-25,10.410847176658944,11.429537135056059,33216.99999999999,91998.38167236696,1.7696174149491821
ARTW-000339,AUC-000629,2024-08-09,10.42225158360364,11.439886786840027,33598.0,92955.48754991854,1.7666970519054273
ARTW-000310,AUC-001275,2022-06-26,10.455042366516187,11.463260589059237,34717.99999999998,95153.82578164162,1.7407634593479369
ARTW-001250,AUC-004084,2024-08-03,10.434968381227153,11.4412173493053,34028.00000000001,93079.2542845821,1.7353724663389585
ARTW-001574,AUC-001931,2023-07-01,10.437404507525516,11.43170774990932,34110.99999999998,92198.29378432399,1.7028903809423368
ARTW-000910,AUC-001833,2024-01-25,10.450018100922895,11.442028730020368,34543.99999999999,93154.80845531584,1.6967001058162303
ARTW-001217,AUC-001808,2022-07-12,10.453197294352085,11.43966972727971,34654.00000000001,92935.31264525953,1.6818062170387116
ARTW-000096,AUC-003567,2023-09-10,10.464930242098646,11.450903689937704,35063.00000000003,93985.24210334817,1.6804677895031255
ARTW-001193,AUC-001370,2024-07-25,10.452879829450936,11.43787116158758,34643.000000000015,92768.31080868821,1.6778371044276816
ARTW-002031,AUC-000174,2024-10-09,10.458837110181584,11.441391098280686,34849.99999999998,93095.42828846039,1.671317884891261
ARTW-000087,AUC-000482,2023-12-04,10.472487740353191,11.442559168194895,35329.000000000015,93204.23495999303,1.6381792567010953
ARTW-001628,AUC-001030,2022-12-13,10.483578010803777,11.445550926215114,35723.000000000015,93483.5000076345,1.6168994767414402
ARTW-000160,AUC-000282,2022-06-07,10.428807622452572,11.386154129913075,33819.00000000003,88092.50885395696,1.6048229945875656
ARTW-001981,AUC-004079,2024-09-02,10.490162488585556,11.439694459603107,35958.99999999997,92937.61120462339,1.5845438194783912
ARTW-000014,AUC-002176,2022-07-26,10.439366699366225,11.38396936408733,34177.999999999985,87900.25525735876,1.5718373005254491
ARTW-002150,AUC-002524,2022-10-06,10.518294741644821,11.45046410464554,36984.99999999997,93943.93621304992,1.540055055104772
ARTW-000879,AUC-002877,2023-07-06,10.497283900839735,11.429057484787204,36216.000000000015,91954.26472541194,1.53905082630362
ARTW-000139,AUC-003946,2023-02-15,10.521237468623626,11.447883304586417,37094.0,93701.79570862967,1.5260633986259144
ARTW-002201,AUC-000146,2022-10-22,10.516021029101827,11.434984737027564,36900.99999999998,92500.92527128769,1.5067322097311115
ARTW-000051,AUC-001189,2022-12-18,10.540117290260902,11.433959463562285,37801.000000000015,92406.13410355791,1.4445420518916927
ARTW-000479,AUC-002688,2022-04-21,10.55978919697525,11.44012090414638,38551.99999999999,92977.25282010547,1.4117361698512525
ARTW-001274,AUC-001316,2022-04-09,10.562767663584497,11.442564047193503,38667.00000000003,93204.689709314,1.4104453334707614
ARTW-002093,AUC-004161,2024-02-09,10.51194792492888,11.387954875978725,36751.0,88251.28580901823,1.4013301899000905
ARTW-000563,AUC-001392,2023-08-15,10.578572590277664,11.447739443886055,39282.99999999998,93688.31652839854,1.3849582905684035
ARTW-000116,AUC-000507,2024-06-12,10.594908243570373,11.454732697071563,39930.00000000003,94345.80595509915,1.3627800139018051
ARTW-001482,AUC-001210,2023-08-02,10.58971081802325,11.437084171463646,39723.00000000001,92695.33099823928,1.3335430606509897
ARTW-000945,AUC-000352,2024-07-15,10.56082619185728,11.401598385832033,38592.000000000015,89463.60809996897,1.3181905083947176
ARTW-000442,AUC-001999,2022-03-20,10.606436538068333,11.437307719323247,40392.999999999985,92716.05538098623,1.2953495749507653
ARTW-001040,AUC-002250,2023-07-23,10.604131561522696,11.434632456693699,40299.99999999997,92468.34440130672,1.2944998610746101
ARTW-000904,AUC-000918,2023-06-07,10.618591900448115,11.44217694486063,40886.99999999996,93168.61655184267,1.2786855614704613
ARTW-001471,AUC-003694,2023-03-19,10.619056476530803,11.438286426850588,40905.99999999998,92806.84268086057,1.2687831291463507
ARTW-000027,AUC-003359,2022-05-21,10.589433868992689,11.4036641656342,39712.00000000001,89648.61330460661,1.2574691102086673
ARTW-001653,AUC-004151,2022-04-05,10.627260926637835,11.441235174085032,41243.000000000015,93080.91343439909,1.2568899797395692
ARTW-000209,AUC-001254,2022-06-12,10.630045330940309,11.441031711754812,41357.99999999997,93061.97669791203,1.2501566008489795
ARTW-000035,AUC-001612,2023-07-06,10.574235738152595,11.38415642042628,39113.00000000002,87916.69928228791,1.2477615954359895
ARTW-001185,AUC-001483,2024-07-15,10.631808808103727,11.439866399111965,41431.0,92953.59239764774,1.2435758827363022
ARTW-001833,AUC-003801,2023-07-07,10.64413835574004,11.433667832568052,41944.99999999999,92379.18924833344,1.202388586204159
ARTW-001647,AUC-002538,2024-03-05,10.667419331814033,11.442925563959953,42932.99999999996,93238.39122033604,1.1717185200273943
ARTW-001176,AUC-001524,2024-01-26,10.64354217367223,11.39297642035731,41919.999999999985,88695.56312427642,1.115829273002778
ARTW-000770,AUC-002980,2022-07-12,10.687457587169673,11.436693194280178,43801.99999999997,92659.09593183149,1.1154078793623932
ARTW-001300,AUC-002217,2022-07-27,10.687023732823754,11.435604672748193,43782.99999999998,92558.28829784773,1.1140234405556444
ARTW-000686,AUC-001599,2022-01-24,10.686224034381675,11.43389506922761,43748.00000000002,92400.18379922307,1.1121007543024373
ARTW-001788,AUC-000736,2023-10-19,10.705690911372514,11.445091881572388,44608.0,93440.59629684075,1.094704902637212
ARTW-002213,AUC-003117,2024-02-10,10.695302904892774,11.433305518026536,44146.99999999996,92345.7246251467,1.0917780285216838
ARTW-001862,AUC-000563,2022-11-21,10.713706404681911,11.449473049698137,44967.000000000015,93850.8777398793,1.0871056049965369
ARTW-002102,AUC-001274,2024-11-16,10.709092503552526,11.441416553440993,44760.00000000002,93097.79810312834,1.0799329334925893
ARTW-001638,AUC-004411,2022-05-19,10.702232720555239,11.43358158772662,44453.999999999985,92371.22227712028,1.0779057514986348
ARTW-002157,AUC-003437,2022-01-23,10.715949927730533,11.435462121802317,45067.99999999996,92545.09482414469,1.0534546645989342
ARTW-002086,AUC-004443,2024-11-21,10.72084153655026,11.439929337574291,45289.00000000004,92959.44300087147,1.0525832542310802
ARTW-000874,AUC-001853,2022-08-20,10.73068474121633,11.447230221702842,45737.00000000002,93640.61999518925,1.0473712747926012
ARTW-001756,AUC-000762,2024-07-20,10.743113199474797,11.459324553731363,46308.99999999996,94780.02914671069,1.0466870186510346
ARTW-001488,AUC-001861,2022-07-28,10.734067878971876,11.446213451535336,45892.00000000004,93545.45637750342,1.0383826457226388
ARTW-000325,AUC-003533,2024-11-04,10.73591830019846,11.440344175684245,45977.00000000002,92998.0145352645,1.0227073218188325
ARTW-000528,AUC-001733,2022-04-12,10.753488898069062,11.453035193103046,46792.00000000003,94185.78773178268,1.0128609106638446
ARTW-001766,AUC-000731,2023-05-07,10.737873844788798,11.436469761632958,46066.99999999998,92638.39495402908,1.0109491600067102
ARTW-000693,AUC-000540,2022-06-27,10.733326750679167,11.430191107560237,45857.99999999997,92058.56641582081,1.0074701560430213
ARTW-000999,AUC-004354,2024-03-19,10.757434685999781,11.439224255052563,46977.00000000002,92893.92131911022,0.9774340915577873
ARTW-001653,AUC-000344,2022-03-15,10.764582648942334,11.441235174085032,47314.00000000002,93080.91343439909,0.9673017169209758
ARTW-001545,AUC-002575,2022-02-20,10.776996036514841,11.450718101277712,47904.99999999999,93967.80094110956,0.9615447435781144
ARTW-000410,AUC-001873,2022-04-14,10.76117412009423,11.432677672366681,47153.00000000001,92287.7633321661,0.9571981280547597
ARTW-000129,AUC-002784,2023-04-09,10.789442780614165,11.454902467098478,48505.00000000003,94361.82457458772,0.9454040732829123
ARTW-002153,AUC-004149,2022-07-24,10.780725557146582,11.444416552644253,48083.99999999998,93377.51378688974,0.9419664293089133
ARTW-001048,AUC-004258,2023-03-23,10.7848969425521,11.438628600501271,48285.00000000003,92838.60451292382,0.9227214354959876
ARTW-001299,AUC-002192,2022-02-20,10.79914691380121,11.44980721056924,48977.99999999996,93882.24460559728,0.9168247908366481
ARTW-002050,AUC-001523,2023-06-03,10.776787272605189,11.425148000239467,47895.00000000004,91595.4688493398,0.9124223582699599
ARTW-000760,AUC-004124,2023-03-22,10.799738829072556,11.439001146608698,49006.99999999998,92873.19798963256,0.8951006588779685
ARTW-000649,AUC-001208,2022-06-12,10.79554706536154,11.429704185262336,48802.000000000015,92013.75147178108,0.8854504215356145
ARTW-001243,AUC-003105,2023-03-01,10.813438228664085,11.444921675685901,49683.000000000015,93424.69334053506,0.8804157023636864
ARTW-000340,AUC-000874,2022-07-15,10.804319409347737,11.434849901048697,49232.0,92488.4535244856,0.8786247465974487
ARTW-000042,AUC-004006,2023-07-10,10.850792337939453,11.453490257070696,51574.0,94228.65849883892,0.8270574029324644
ARTW-001132,AUC-002658,2024-09-04,10.849511828665106,11.450610087514638,51508.0,93957.6515654544,0.8241370576503535
ARTW-002109,AUC-000684,2023-04-24,10.83634037270926,11.43594646926428,50833.99999999996,92589.93014734838,0.8214173613594926
ARTW-000048,AUC-001623,2022-08-13,10.801390256097005,11.39475715349144,49087.99999999996,88853.64874549283,0.8100889982377137
ARTW-002218,AUC-000048,2024-11-15,10.860152178548557,11.452170112219315,52059.000000000015,94104.34377510005,0.8076479335964967
ARTW-000184,AUC-002519,2024-06-20,10.858498872521881,11.440596745369636,51972.99999999996,93021.50623362782,0.7898044414143476
ARTW-001140,AUC-000107,2023-12-23,10.870053060283906,11.446033051631783,52577.00000000003,93528.58212789752,0.778887767044477
ARTW-000466,AUC-001459,2023-08-10,10.862856930775358,11.434422404858033,52200.0,92448.92308558535,0.771052166390524
ARTW-001139,AUC-004203,2022-12-09,10.868663682140093,11.436229634746422,52503.999999999985,92616.15241517081,0.763982790171622
ARTW-001958,AUC-001125,2024-09-02,10.81867767896625,11.383033558661323,49943.99999999997,87818.03526269489,0.7583300348929789
ARTW-000116,AUC-001306,2023-06-12,10.901395137082606,11.454732697071563,54251.00000000001,94345.80595509915,0.7390611409024559
ARTW-002048,AUC-003943,2022-08-20,10.891242765618587,11.439996900685236,53702.99999999999,92965.72390977184,0.7311085769840019
ARTW-001338,AUC-004136,2022-04-11,10.899697907586157,11.444875916194897,54159.00000000003,93420.41832617314,0.7249287897888271
ARTW-000754,AUC-003891,2024-04-11,10.89592417858957,11.441009126381017,53955.000000000015,93059.87485953231,0.7247683228529754
ARTW-001512,AUC-003090,2023-03-03,10.910331714250969,11.454239940923735,54737.99999999999,94299.32743866461,0.7227397317889697
ARTW-000554,AUC-003017,2024-10-17,10.899125365576408,11.438177693991538,54127.99999999999,92796.75196738956,0.7143946195571529
ARTW-001901,AUC-003082,2024-07-15,10.903328679104217,11.441605521316292,54355.99999999996,93115.3924475294,0.713065575971916
ARTW-002156,AUC-001981,2022-08-10,10.856148785719933,11.387198568196164,51850.99999999996,88184.56515228839,0.7007302685056883
ARTW-000868,AUC-001490,2022-08-08,12.610627339336975,11.427978329462231,299725.99999999977,91855.08423702554,0.6935364825306259
ARTW-000631,AUC-003421,2023-01-03,12.601783670194054,11.437219877492433,297087.0,92707.91130279453,0.6879435609676811
ARTW-001756,AUC-001389,2024-10-06,12.615566294825344,11.459324553731363,301209.9999999998,94780.02914671069,0.6853357154586144
ARTW-000010,AUC-004448,2024-07-28,12.58129845324377,11.44273960942006,291062.9999999998,93221.05454420857,0.6797220720455412
ARTW-000284,AUC-002522,2023-06-12,10.931104967046613,11.44657282938982,55886.999999999985,93579.08094389141,0.6744337850285654
ARTW-000093,AUC-001580,2024-01-01,12.549446014464685,11.440900560369501,281937.9999999998,93049.77215993546,0.6699637077657659
ARTW-000942,AUC-000715,2022-04-10,12.54618467861959,11.443403767817758,281019.9999999999,93282.98931955862,0.6680556924078049
ARTW-000485,AUC-002610,2022-01-13,12.551564794443687,11.449249193399478,282536.00000000006,93829.87075726669,0.6679011851329859
ARTW-000968,AUC-000549,2022-06-05,10.939585935814996,11.449543292497937,56363.00000000005,93857.4703900787,0.6652319853463906
ARTW-001037,AUC-003708,2023-08-11,12.470707407389634,11.378416286564509,260589.9999999998,87413.48555836093,0.6645554873235312
ARTW-000743,AUC-002384,2022-05-06,12.521051254491077,11.44181845988498,274045.00000000006,93135.22263008892,0.6601462437552632
ARTW-000648,AUC-003978,2024-10-25,12.505224932830014,11.440443953203735,269741.99999999994,93007.29420919351,0.6551990635155315
ARTW-000920,AUC-001952,2024-03-14,12.50275286297675,11.438746858794156,269075.9999999998,92849.58421527322,0.6549317508240301
ARTW-001051,AUC-001519,2023-06-13,12.49593608706551,11.43349367786415,267247.99999999994,92363.10220468626,0.654391792624505
ARTW-000447,AUC-004226,2024-10-22,12.493440918752126,11.435803053924102,266582.0000000002,92576.65213976166,0.652727295392181
ARTW-001042,AUC-002746,2023-06-07,12.491127519917363,11.434458844246866,265965.99999999994,92452.2919656598,0.6523905613286668
ARTW-000226,AUC-003936,2024-07-05,12.491353086372076,11.436885632498676,266025.9999999998,92676.92899144455,0.6516245442496424
ARTW-002227,AUC-002580,2023-12-08,12.490093022148962,11.438348732787253,265690.99999999977,92812.62534057374,0.650674560521155
ARTW-001930,AUC-002547,2024-05-08,12.480278064454824,11.440884512481638,263096.00000000023,93048.2789035601,0.64633335777222
ARTW-001853,AUC-000714,2023-01-28,12.4703965271547,11.437879880785895,260508.99999999985,92769.11968623303,0.6438928417588909
ARTW-000969,AUC-001857,2023-06-12,12.459411689559408,11.437252286013935,257662.99999999985,92710.9159102271,0.6401853742670576
ARTW-001123,AUC-001870,2023-04-22,10.951508055088178,11.445724305252513,57039.00000000003,93499.70966542438,0.639224209145047
ARTW-002165,AUC-003242,2023-03-17,10.948910012690119,11.44294652316037,56891.000000000015,93240.34546390292,0.6389296279535058
ARTW-001864,AUC-000007,2022-01-08,12.451678030413476,11.43464808572106,255678.0000000002,92469.78961851407,0.6383349775165873
ARTW-000726,AUC-001267,2022-07-12,10.960652651290065,11.451938767277086,57563.000000000044,94082.57549786847,0.6344279397854247
ARTW-000029,AUC-001686,2023-03-06,12.437985632695629,11.43524069783262,252201.00000000015,92524.60516898292,0.633131489688848
ARTW-000947,AUC-000042,2024-09-02,12.439087316639647,11.437295950240465,252479.00000000006,92714.9641927073,0.632781482053132
ARTW-001078,AUC-000605,2024-02-23,12.448787424820786,11.450404320434256,254940.0,93938.31995701762,0.6315277321839743
ARTW-001752,AUC-004109,2023-08-04,12.436874794771656,11.438621317860843,251921.00000000017,92837.92839792858,0.6314799941333651
ARTW-002101,AUC-001797,2024-08-09,12.434518116794038,11.43807524759949,251327.99999999985,92787.24565946222,0.6308121432571688
ARTW-001527,AUC-002521,2023-03-26,12.433805649178192,11.438631871083432,251149.00000000023,92838.90815297468,0.6303433095374674
ARTW-000423,AUC-000140,2022-10-17,12.42987997649392,11.438251145972309,250165.00000000003,92803.56839641974,0.6290305662406024
ARTW-001141,AUC-003898,2022-10-16,12.431074469186347,11.441251836155542,250463.99999999988,93082.464384725,0.6283599064746829
ARTW-001363,AUC-001720,2024-03-01,12.432977115714607,11.445378726980998,250940.9999999999,93467.40343428002,0.6275323544806147
ARTW-001957,AUC-000953,2024-02-21,12.424002629791495,11.438365304217351,248698.9999999998,92814.1634078222,0.6268012199171598
